account-seq,bureau-code,treasury-code,account_name,account-deleted
0,27,69-0120,Efficiency Incentive Grants to the National Railroad Passenger Corporation,N
0,27,69-0715,Intercity Passenger Rail Grant Program,N
0,27,69-0719,Capital Assistance for High Speed Rail Corridors and Intercity Passenger Rail Service,N
0,27,69-0722,Next Generation High-speed Rail,N
0,27,69-0123,Northeast Corridor Improvement Program,N
0,27,69-0716,Rail Line Relocation and Improvement Program,N
0,27,69-0701,Railroad Safety Technology Program,N
0,27,69-0750,Railroad Rehabilitation and Improvement Program,N
0,27,69-4288,RRIF Guaranteed Loan Financing Account,N
0,27,69-4420,Railroad Rehabilitation and Improvement Direct Loan Financing Account,N
0,27,69-4411,Railroad Rehabilitation and Improvement Liquidating Account,N
0,27,,ADMINISTRATIVE PROVISIONS,N
0,36,69-1130,"Formula and Bus Grants, General Fund Share",N
0,36,69-1120,Administrative Expenses,N
0,36,69-1129,Formula Grants,N
0,36,69-1136,University Transportation Research,N
0,36,69-2807,Technical Assistance and Workforce Development,N
0,36,69-2808,Rail Transit Safety Oversight Program,N
0,36,69-1137,Research and University Research Centers,N
0,36,69-1125,Job Access and Reverse Commute Grants,N
0,36,69-1134,Capital Investment Grants,N
0,36,69-1131,Grants for Energy Efficiency and Greenhouse Gas Reductions,N
0,36,69-1102,"Fixed Guideway Infrastructure Investment, Recovery Act",N
0,36,69-1101,"Transit Capital Assistance, Recovery Act",N
0,36,69-1121,"Research, Training, and Human Resources",N
0,36,69-1127,Interstate Transfer Grants-transit,N
0,36,69-1128,Washington Metropolitan Area Transit Authority,N
0,36,69-1122,Miscellaneous Expired Accounts,N
0,36,69-8191,"Discretionary Grants (Transportation Trust Fund, Mass Transit Account)",N
0,36,69-8543,Transit Expansion and Livable Communities Programs,N
0,36,69-8544,Bus and Rail State of Good Repair,N
0,36,69-8545,"Transit Challenge Grants, Trust Fund",N
0,36,69-8542,Research and Technology Deployment,N
0,36,69-8540,Operations and Safety,N
0,36,69-8301,Greenhouse Gas and Energy Reduction,N
0,36,69-8350,Transit Formula Grants,N
0,36,,ADMINISTRATIVE PROVISIONS,N
0,40,69-4089,Saint Lawrence Seaway Development Corporation,N
0,40,69-8003,Operations and Maintenance,N
0,50,69-0104,Research and Special Programs,N
0,50,69-1401,Hazardous Materials Safety,N
0,50,69-1400,Operational Expenses,N
0,50,69-5172,Pipeline Safety,N
0,50,69-5282,Emergency Preparedness Grants,N
0,50,69-8121,Trust Fund Share of Pipeline Safety,N
0,50,,ADMINISTRATIVE PROVISIONS,N
0,56,69-0130,Salaries and Expenses,N
0,61,69-0301,Salaries and Expenses,N
0,70,69-1750,Operations and Training,N
0,70,69-1770,Assistance to Small Shipyards,N
0,70,69-1768,Ship Disposal,N
0,70,69-1711,Maritime Security Program,N
0,70,69-1769,National Defense Tank Vessel Construction Program,N
0,70,69-1708,Ship Construction,N
0,70,69-1709,Operating-differential Subsidies,N
0,70,69-1751,Ocean Freight Differential,N
0,70,69-1710,Ready Reserve Force,N
0,70,69-4303,Vessel Operations Revolving Fund,N
0,70,69-4302,War Risk Insurance Revolving Fund,N
0,70,69-5560,Port of Guam Improvement Enterprise Fund,N
0,70,69-4301,Federal Ship Financing Fund Liquidating Account,N
0,70,69-1752,Maritime Guaranteed Loan (title XI) Program Account,N
0,70,69-4304,Maritime Guaranteed Loan (title XI) Financing Account,N
0,70,69-8547,"Miscellaneous Trust Funds, Maritime Administration",N
0,70,,ADMINISTRATIVE PROVISIONS,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,SP,,GENERAL PROVISIONS—DEPARTMENT OF TRANSPORTATION,N
0,SP,,GENERAL PROVISIONS—THIS ACT,N
0,00,10-086400,"Filing Fees, P.L. 109–171, Title X",N
0,00,13-141000,"Interest on Investment, Economic Development Revolving Fund",N
0,00,14-142400,"Interest on Investment, Colorado River Projects",N
0,00,14-142700,"Interest on Advances to Colorado River Dam Fund, Boulder Canyon Project",N
0,00,20-040100,"Proceeds from Exercise of Warrants, Air Transportation Stabilization Board",N
0,00,20-065000,"Deposit of Earnings, Federal Reserve System",N
0,00,20-085000,"Registration, Filing, and Transaction Fees",N
0,00,20-086100,"Charges for Expenses, Settlement of International Claims",N
0,00,20-086900,"Fees for Legal and Judicial Services, not Otherwise Classified",N
0,00,20-089100,"Miscellaneous Fees for Regulatory and Judicial Services, not Otherwise Classified",N
0,00,20-101000,"Fines, Penalties, and Forfeitures, Agricultural Laws",N
0,00,20-102000,"Fines, Penalties, and Forfeitures, Economic Stabilization Laws",N
0,00,20-103000,"Fines, Penalties, and Forfeitures, Immigration and Labor Laws",N
0,00,20-104000,"Fines, Penalties, and Forfeitures, Customs, Commerce, and Antitrust Laws",N
0,00,20-105000,"Fines, Penalties, and Forfeitures, Narcotic Prohibition and Alcohol Laws",N
0,00,20-106000,Forfeitures of Unclaimed Money and Property,N
0,00,20-108000,"Fines, Penalties, and Forfeitures, Federal Coal Mine Health and Safety Laws",N
0,00,20-109600,Penalties on Employers Who Do not Offer Health Coverage or Delay Eligibility for New Employees,N
0,00,20-109700,Penalties on Individuals Who Do not Have Health Coverage,N
0,00,20-113000,Unclaimed Assets Recovery Account,N
0,00,20-129900,"Gifts to the United States, not Otherwise Classified",N
0,00,20-133700,"Interest on Loans to the Helium Fund, Department of Interior",N
0,00,20-133800,Interest on Loans to the Presidio,N
0,00,20-135000,"Interest on Loans to the Secretary of Transportation, Ocean Freight Differential",N
0,00,20-135100,Interest on Loans to BPA,N
0,00,20-136300,"Interest on Loans for College Housing and Academic Facilities Loans, Education",N
0,00,20-140100,Interest on Loans to Commodity Credit Corporation,N
0,00,20-141300,"Interest on Loans to Temporary Corporate Credit Union Stabilization Fund, NCUA",N
0,00,20-141500,Interest on Loans to Federal Deposit Insurance Corporation,N
0,00,20-141800,Interest on Loans to Federal Financing Bank,N
0,00,20-142500,Interest on Loans to Rural Development Insurance Fund,N
0,00,20-143300,"Interest on Loans to National Flood Insurance Fund, DHS",N
0,00,20-143500,"General Fund Proprietary Interest Receipts, not Otherwise Classified",N
0,00,20-145000,"Interest Payments from States, Cash Management Improvement",N
0,00,20-146310,Interest on Quota in International Monetary Fund,N
0,00,20-146320,Interest on Loans to International Monetary Fund,N
0,00,20-146400,Interest Received on Loans and Credits to Foreign Nations,N
0,00,20-148400,Interest on Deposits in Tax and Loan Accounts,N
0,00,20-149500,Interest Payments on Repayable Advances to the Black Lung Disability Trust Fund,N
0,00,20-149700,Payment of Interest on Advances to the Railroad Retirement Board,N
0,00,20-149900,Interest Received from Credit Financing Accounts,N
0,00,20-150110,Interest on Loans or Advances to the Extended Unemployment Compensation Account,N
0,00,20-150120,Interest on Loans and Repayable Advances to the Federal Unemployment Account,N
0,00,20-168200,Gain by Exchange on Foreign Currency Denominated Public Debt Securities,N
0,00,20-241100,User Fees for IRS,N
0,00,20-241600,Charges for Administrative Expenses of Social Security Act As Amended,N
0,00,20-248500,GSE Fees Pursuant to P.L. 112–78 Sec. 401,N
0,00,20-249200,"Premiums, Terrorism Risk Insurance Program",N
0,00,20-261400,Proceeds from Sale of Securities from the AIG Credit Facility Trust,N
0,00,20-276330,"Community Development Financial Institutions Fund, Downward Re-estimate of Subsidies",N
0,00,20-276610,"Air Transportation Safety and System Stabilization Act, Negative Subsidies",N
0,00,20-277130,"Air Transportation Stabilization Guaranteed Loan, Downward Reestimates of Subsidies",N
0,00,20-278430,"Small Business Lending Fund Direct Loans, Downward Reestimates of  Subsidies",N
0,00,20-279010,"GSE Mortgage-Backed Securities Direct Loans, Negative Subsidies",N
0,00,20-279030,"GSE Mortgage-Backed Securities Direct Loans, Downward Reestimates of Subsidies",N
0,00,20-279110,"Government Sponsored Enterprise Credit Facility, Negative Subsidies",N
0,00,20-279210,"Troubled Asset Relief Program, Negative Subsidies",N
0,00,20-279230,"Troubled Asset Relief Program, Downward Reestimates of Subsidies",N
0,00,20-286800,Dollar Conversion of Foreign Currency Loan Repayments,N
0,00,20-289400,"Proceeds, GSE Equity Related Transactions",N
0,00,20-289500,"Proceeds, TARP Equity Related Transactions",N
0,00,20-289600,Excess of Proceeds from Debt Obligations Issued by the Black Lung Disability Trust Fund and the Market Value of Outstanding Repayable Advances,N
0,00,20-309200,Recovery from Highway Trust Fund for Refunds of Taxes,N
0,00,20-309400,Recovery from Airport and Airway Trust Fund for Refunds of Taxes,N
0,00,20-309500,"Recovery from Leaking Underground Storage Tank Trust Fund for Refunds of Taxes, EPA",N
0,00,20-309990,Refunds of Moneys Erroneously Received and Recovered (20X1807),N
0,00,20-310100,Recoveries from Federal Agencies for Settlement of Claims for Contract Disuptes,N
0,00,20-311200,Reimbursement from Federal Agencies for Payments Made As a Result of Discriminatory Conduct,N
0,00,20-322000,All Other General Fund Proprietary Receipts,N
0,00,20-387500,Budget Clearing Account (suspense),N
0,00,20-388500,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,N
0,00,20-500530,"Land and Water Conservation Fund, Motorboat Fuels Tax",N
0,00,20-508010,Gifts to the United States for Reduction of the Public Debt,N
0,00,20-543210,"New Installment Agreements, IRS Miscellaneous Retained Fees",N
0,00,20-543230,"Restructured Installment Agreements, IRS Miscellaneous Retained Fees",N
0,00,20-543240,"Enrolled Agent Fee Increase, IRS Miscellaneous Retained Fees",N
0,00,20-543250,"General User Fees, IRS Miscellaneous Retained Fees",N
0,00,20-543260,"Tax Preparer Registration Fees, IRS Miscellaneous Retained Fees",N
0,00,20-543270,"Photopying Fees, IRS Miscellaneous Retained Fees",N
0,00,20-543310,Underpayment and Fraud Collection,N
0,00,20-544510,Debt Collection,N
0,00,20-551010,Private Collection Agent Program,N
0,00,20-559010,"Fees and Assessments, Financial Research Fund",N
0,00,20-559020,"Interest, Financial Research Fund",N
0,00,20-559030,"Transfer from the Federal Reserve, Financial Research Fund",N
0,00,20-568810,"Antidumping and Countervailing Duties, Continued Dumping and Subsidy Offset",N
0,00,20-569710,"Forfeited Cash and Proceeds from Sale of Forfeited Property, Treasury Forfeiture Fund",N
0,00,20-569720,"Earnings on Investments, Treasury Forfeiture Fund",N
0,00,20-573710,"Deposits, Internal Revenue Collections for Puerto Rico",N
0,00,73-142800,Interest on Advances to Small Business Administration,N
0,00,86-289100,"Proceeds, Grants for Emergency Mortgage Relief Derived from Emergency Homeowners' Relief Fund",N
0,00,91-142200,"Interest on Loans, Higher Education Facilities Loan Fund",N
0,00,95-085015,"Registration, Filing, and Transaction Fees, SEC",N
0,00,95-109900,"Fines, Penalties, and Forfeitures, not Otherwise Classified",N
0,00,20-820710,"General Fund Payments, Lower Brule Sioux Tribe Terrestrial Wildlife Habitat Restoration Trust Fund",N
0,00,20-820720,"Earnings on Investments, Lower Brule Sioux Tribe Terrestrial Wildlife Habitat Restoration Trust Fund",N
0,00,20-820910,"General Fund Payments, Cheyenne River Sioux Tribe Terrestrial Wildlife Habitat Restoration Trust Fund",N
0,00,20-820920,"Earnings on Investments, Cheyenne River Sioux Tribe Terrestrial Wildlife Habitat Restoration Trust Fund",N
0,00,20-852420,"Federal Payment, Capital Magnet Fund",N
0,00,20-852430,Payment from the Community Development Financial Institutions Fund,N
0,00,20-879010,"Gifts and Bequests, Office of the Secretary",N
0,00,20-977920,"Interest, Miscellaneous Trust Funds, Government-wide",N
0,05,20-0101,Salaries and Expenses,N
0,05,20-0115,Department-wide Systems and Capital Investments Programs,N
0,05,20-0106,Office of Inspector General,N
0,05,20-0119,Treasury Inspector General for Tax Administration,N
0,05,20-0108,Treasury Building and Annex Repair and Restoration,N
0,05,20-0121,Expanded Access to Financial Services,N
0,05,20-0117,Counterterrorism Fund,N
0,05,20-0123,Terrorism Insurance Program,N
0,05,20-5697,Treasury Forfeiture Fund,N
0,05,20-5590,Financial Research Fund,N
0,05,20-5081,Presidential Election Campaign Fund,N
0,05,20-5407,Sallie Mae Assessments,N
0,05,20-4444,Exchange Stabilization Fund,N
0,05,20-4501,Working Capital Fund,N
0,05,20-4560,Treasury Franchise Fund,N
0,05,20-0129,"Administrative Expenses, Recovery Act",N
0,05,20-0140,"Grants for Specified Energy Property in Lieu of Tax Credits, Recovery Act",N
0,05,20-0139,Grants to States for Low-Income Housing Projects in Lieu of Low-Income Housing Credit Allocations,N
0,05,20-1881,Community Development Financial Institutions Fund Program Account,N
0,05,20-4088,Community Development Financial Institutions Fund Direct Loan Financing Account,N
0,05,20-8526,Violent Crime Reduction Program,N
0,05,20-0128,Office of Financial Stability,N
0,05,20-0132,Troubled Asset Relief Program Account,N
0,05,20-4277,Troubled Asset Relief Program Direct Loan Financing Account,N
0,05,20-4276,Troubled Assets Insurance Financing Fund Guaranteed Loan Financing Account,N
0,05,20-0134,Troubled Asset Relief Program Equity Purchase Program,N
0,05,20-4278,Troubled Asset Relief Program Equity Purchase Financing Account,N
0,05,20-0136,"Troubled Asset Relief Program, Housing Programs",N
0,05,20-4329,"Troubled Asset Relief Program, Home Affordable Modification Program, Letter of Credit Financing Account",N
0,05,20-0133,Special Inspector General for the Troubled Asset Relief Program,N
0,05,20-0141,Small Business Lending Fund Program Account,N
0,05,20-4349,Small Business Lending Fund Financing Account,N
0,05,20-0142,State Small Business Credit Initiative,N
0,05,20-0125,GSE Preferred Stock Purchase Agreements,N
0,05,20-0126,GSE Mortgage-Backed Securities Purchase Program Account,N
0,05,20-4272,GSE Mortgage-Backed Securities Purchase Direct Loan Financing Account,N
0,05,20-4298,State HFA Direct Loan Financing Account,N
0,05,20-4273,Government Sponsored Enterprise Credit Facility Direct Loan Financing Account,N
0,05,20-8524,"Capital Magnet Fund, Community Develpment Financial Institutions",N
0,05,20-8790,Gifts and Bequests,N
0,04,20-0173,Salaries and Expenses,N
0,09,20-1501,Interagency Crime and Drug Enforcement,N
0,12,20-0520,"Salaries and Expenses, Fiscal Service",N
0,12,20-0177,"Payment to Justice, FIRREA Related Claims",N
0,12,20-0562,Reimbursements to Federal Reserve Banks,N
0,12,20-0504,"Restoration of Lost Interest, Medicare Trust Funds",N
0,12,20-1851,Payment to the Resolution Funding Corporation,N
0,12,20-5582,Hope Bond Payment Fund,N
0,12,20-1805,Payment to the Cheyenne River Sioux Tribal Recovery Trust Fund,N
0,12,20-5535,Federal Reserve Bank Reimbursement,N
0,12,20-0510,Gifts to the United States for Reduction of the Public Debt,N
0,12,20-1884,Federal Reserve Bank Reimbursement Fund,N
0,12,20-1710,Payment of Government Losses in Shipment,N
0,12,20-1802,Financial Agent Services,N
0,12,20-1803,Temporary State Fiscal Assistance Fund,N
0,12,,Payment to terrestrial wildlife habitat restoration trust fund,N
0,12,20-1860,Interest on Uninvested Funds,N
